source,source_type,relation,target,target_type,qota_rt,origins,evidences
SK이노베이션,Company,COMPETES_WITH,에쓰오일토탈윤활유(STLC),Company,,096770,"국내 윤활유 시장은 중소업체까지 포함하여 약 200여개의 업체가 경쟁하고 있으며, 주요 경쟁사는 GS칼텍스, 에쓰오일토탈윤활유(STLC) 등 국내 대형 윤활유 제조사와 기타 해외브랜드 업체가 있습니다."
SK이노베이션,Company,COMPETES_WITH,한국지역난방공사,Company,,096770,"시장점유율에서 기존사업자(한국지역난방공사)가 약 50% 이상을 점유하고 있으나, 최근에는 신규 후발사업자들의 집단에너지사업 진출이 꾸준히 증가하는 추세이므로 향후 기존 및 신규지역의 사업경쟁은 더욱 심해질 전망입니다."
SK이노베이션,Company,COMPETES_WITH,현대쉘베이스오일,Company,,096770,"국내 기유 주요 생산업체는 당사를 비롯하여 S-Oil, GS칼텍스 및 현대쉘베이스오일까지 4개 사가 있으며"
XTC,Company,COMPETES_WITH,에코프로,Company,,086520,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 3 XTC (中) ... 6 Ecopro (韓)
XTC,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 3 XTC (中) ... 6 Ecopro (韓)
에코프로,Company,COMPETES_WITH,포스코퓨처엠,Company,,086520,"2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 6 Ecopro (韓) ... 7 Posco (韓)|Posco (韓) 74,000 5.9% ... 주) 시장점유율은 리튬 이차전지 삼원계 양극재 수요량을 기준으로 산출했습니다.|국내에서는 당사 포함 포스코퓨처엠 등 대기업 계열사 2-3개 업체가 사업을 영위하고 있으며"
에코프로비엠,Company,COMPETES_WITH,포스코퓨처엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 6 Ecopro (韓) ... 7 Posco (韓)
LG,Company,OWNS_STAKE,LG화학,Company,31.52,051910,
LG에너지솔루션,Company,OWNS_STAKE,"Baterias De Castilla, S.L",Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,Capchem Poland SP. Z.o.o,Company,10,373220,
LG에너지솔루션,Company,OWNS_STAKE,EV-LOOP,Company,50,373220,
LG에너지솔루션,Company,OWNS_STAKE,Great Power,Company,4,373220,
LG에너지솔루션,Company,OWNS_STAKE,Green Technology Metals,Company,3,373220,
LG에너지솔루션,Company,OWNS_STAKE,L-H Battery Incorporated,Company,51,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution (Nanjing),Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution (Taiwan),Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Arizona,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Arizona ESS,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Australia Pty,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Battery (Nanjing),Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution China,Company,,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Europe,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution India Private,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Japan,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Michigan,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Technology (Nanjing),Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Vertech,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,LG Energy Solution Wroclaw sp. z o.o,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,Li-Cycle Holdings,Company,1,373220,
LG에너지솔루션,Company,OWNS_STAKE,Nextstar Energy,Company,51,373220,
LG에너지솔루션,Company,OWNS_STAKE,PT LBM Energi Baru Indonesia,Company,20,373220,
LG에너지솔루션,Company,OWNS_STAKE,PT.HLI Green Power,Company,50,373220,
LG에너지솔루션,Company,OWNS_STAKE,Queensland Pacific Metals,Company,,373220,
LG에너지솔루션,Company,OWNS_STAKE,Volta Energy Soutions,Company,5,373220,
LG에너지솔루션,Company,OWNS_STAKE,넥스포,Company,19,373220,
LG에너지솔루션,Company,OWNS_STAKE,민테크,Company,,373220,
LG에너지솔루션,Company,OWNS_STAKE,삼아알미늄,Company,10,373220,
LG에너지솔루션,Company,OWNS_STAKE,씨피프티원,Company,17,373220,
LG에너지솔루션,Company,OWNS_STAKE,아름누리,Company,100,373220,
LG에너지솔루션,Company,OWNS_STAKE,원프레딕트,Company,2,373220,
LG에너지솔루션,Company,OWNS_STAKE,이알시스템,Company,16,373220,
LG에너지솔루션,Company,OWNS_STAKE,코리아기가플랫폼,Company,20,373220,
LG화학,Company,OWNS_STAKE,Aveo Pharmaceuticals,Company,,051910,"Aveo는 LG Chem Life Sciences Innovation Center, Inc.의 종속회사가 됨|주식회사 엘지화학의 종속회사인 LG Chem life Science Innovation Center, Inc. 에 출자하여 미국 회사인 Aveo Pharmaceuticals, Inc의 지분 100% 인수"
LG화학,Company,OWNS_STAKE,Bioworks,Company,9,051910,
LG화학,Company,OWNS_STAKE,EIC Properties,Company,9,051910,
LG화학,Company,OWNS_STAKE,Elevra Lithium,Company,0,051910,
LG화학,Company,OWNS_STAKE,Enevate,Company,3,051910,
LG화학,Company,OWNS_STAKE,HUAJIN NEW ENERGY MATERIALS(QUZHOU),Company,49,051910,
LG화학,Company,OWNS_STAKE,Impact Recycling,Company,4,051910,
LG화학,Company,OWNS_STAKE,Jiujiang Defu Technology,Company,,051910,
LG화학,Company,OWNS_STAKE,Kryptos Biotechnoligies,Company,11,051910,
LG화학,Company,OWNS_STAKE,LEYOU NEW ENERGY MATERIALS(WUXI),Company,51,051910,
LG화학,Company,OWNS_STAKE,LG CHEM COLOMBIA S.A.S,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG CHEM TK Kimya SANAYI VE TIC. STI,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem (China) Investment,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem (Chongqing) Engineering Plastics,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem (Guangzhou) Information & Electronics Materials,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem (Taiwan),Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem (Tianjin) Engineering Plastics,Company,90,051910,
LG화학,Company,OWNS_STAKE,LG Chem America,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem America Advanced Materials,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Asia,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem BRASIL INTERMEDIACAO DE NEGOCIOS DO SETOR QUIMICO LTDA,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Europe,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Hai Phong Engineering Plastics,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Hai Phong Vietnam,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Hungary Battery Separator,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Japan,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Life Sciences (Thailand),Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Life Sciences India Pvt,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Life Sciences Poland,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Life Sciences USA,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Malaysia,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Mexico S.A. de C.V,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Ohio Petrochemical,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem Poland Sp. z o.o,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem VietNam,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chem(HUIZHOU) Petrochemical,Company,70,051910,
LG화학,Company,OWNS_STAKE,LG Chemical (Guangzhou) Engineering Plastics,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Chemical India Pvt,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG Jiansheng Life Sciences (Beijing),Company,,051910,
LG화학,Company,OWNS_STAKE,LG NanoH2O,Company,,051910,
LG화학,Company,OWNS_STAKE,LG PETRONAS Chemicals Malaysia,Company,51,051910,
LG화학,Company,OWNS_STAKE,LGC Petrochemical India Private,Company,100,051910,
LG화학,Company,OWNS_STAKE,LG에너지솔루션,Company,79,051910|373220,<주요종속회사 (주)LG에너지솔루션>|LG에너지솔루션|당사는 전지 사업부문을 2020년 12월 1일자로 단순ㆍ물적분할하여 종속기업인 (주)LG에너지솔루션을 설립하였습니다.
LG화학,Company,OWNS_STAKE,Li-Cycle,Company,1,051910,
LG화학,Company,OWNS_STAKE,Mura Technology,Company,2,051910,
LG화학,Company,OWNS_STAKE,Ningbo LG Yongxing Chemical,Company,75,051910,
LG화학,Company,OWNS_STAKE,PT LG CHEM INDONESIA,Company,100,051910,
LG화학,Company,OWNS_STAKE,PT.Halim Samudra Interutama,Company,12,051910,
LG화학,Company,OWNS_STAKE,Reventas,Company,5,051910,
LG화학,Company,OWNS_STAKE,Rhythm pharmaceuticals,Company,,051910,
LG화학,Company,OWNS_STAKE,Tianjin LG BOTIAN Chemical,Company,58,051910,
LG화학,Company,OWNS_STAKE,Tianjin LG Bohai Chemical,Company,68,051910,
LG화학,Company,OWNS_STAKE,Tianqi Lithium,Company,1,051910,
LG화학,Company,OWNS_STAKE,Uniseal,Company,100,051910,
LG화학,Company,OWNS_STAKE,고려아연,Company,2,051910,
LG화학,Company,OWNS_STAKE,대영,Company,4,051910,
LG화학,Company,OWNS_STAKE,세원정공,Company,4,051910,
LG화학,Company,OWNS_STAKE,씨텍,Company,50,051910,
LG화학,Company,OWNS_STAKE,엘지에니바이오리파이닝,Company,51,051910,
LG화학,Company,OWNS_STAKE,엘지에이치와이비씨엠,Company,51,051910,
LG화학,Company,OWNS_STAKE,이너보틀,Company,9,051910,
LG화학,Company,OWNS_STAKE,인텔렉추얼 디스커버리,Company,3,051910,
LG화학,Company,OWNS_STAKE,재영텍,Company,0,051910,
LG화학,Company,OWNS_STAKE,켐코,Company,4,051910,
LG화학,Company,OWNS_STAKE,테크윈,Company,20,051910,
LG화학,Company,OWNS_STAKE,티더블유바이오매스에너지,Company,60,051910,
LG화학,Company,OWNS_STAKE,티엘케미칼,Company,,051910,
LG화학,Company,OWNS_STAKE,팜한농,Company,100,051910,<주요종속회사 (주)팜한농>
LG화학,Company,OWNS_STAKE,한국전구체,Company,49,051910,
LG화학,Company,OWNS_STAKE,행복누리,Company,100,051910,
SK,Company,OWNS_STAKE,SK이노베이션,Company,52.09,096770,
SK Energy International,Company,OWNS_STAKE,SK Energy Americas,Company,,096770,"SK Energy Americas, Inc.는 SK Energy International Pte. Ltd.의 100% 자회사로 북미 지역의 원유 및 석유제품 트레이딩 사업을 담당하고 있습니다."
SK Energy International,Company,OWNS_STAKE,SK Energy Europe,Company,,096770,"SK Energy Europe, Ltd.는 SK Energy International Pte. Ltd.의 100% 자회사로 유럽 지역에서 원유 및 석유제품 트레이딩 및 마케팅 활동을 수행하고 있습니다."
SK아이이테크놀로지,Company,OWNS_STAKE,SK Hi-tech Battery Materials (Jiang su),Company,100.00,361610,
SK아이이테크놀로지,Company,OWNS_STAKE,SK Hi-tech Battery Materials Poland Sp. Zo.o,Company,100.00,361610,
SK아이이테크놀로지,Company,OWNS_STAKE,에어레인,Company,,361610,
SK이노베이션,Company,OWNS_STAKE,Amogy,Company,15.3,096770,
SK이노베이션,Company,OWNS_STAKE,BU12 Australia Pty,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,BU13 Australia Pty,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,Blackstone Energy Partners III L.P,Company,2.4,096770,
SK이노베이션,Company,OWNS_STAKE,China Gas-SK E&S LNG Trading,Company,50.0,096770,
SK이노베이션,Company,OWNS_STAKE,Energy Solution Holdings,Company,71.9,096770,
SK이노베이션,Company,OWNS_STAKE,Fulcrum BioEnergy,Company,3.4,096770,
SK이노베이션,Company,OWNS_STAKE,GRC,Company,,096770,2022년 데이터센터 액침냉각시스템 전문기업인 미국 GRC社에 2천500만 달러 규모의 지분투자를 완료하였으며
SK이노베이션,Company,OWNS_STAKE,GREEN REVOLUTION COOLING,Company,,096770,"데이터센터 액침냉각 사업에 진출하기 위하여, GREEN REVOLUTION COOLING, INC.(""GRC"")에 대한 지분 투자 계약(주3)"
SK이노베이션,Company,OWNS_STAKE,Gemini Partners,Company,40.0,096770,
SK이노베이션,Company,OWNS_STAKE,K.K. Korea Kamchatka Co,Company,10.0,096770,
SK이노베이션,Company,OWNS_STAKE,NEW RENEWABLE ENERGY NO.1 JSC,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,NEW& ONE (NEW AND ONE),Company,59.1,096770,
SK이노베이션,Company,OWNS_STAKE,PRISM Energy International Americas,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,PRISM Energy International Australia,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,PT Patra SK,Company,,096770,"2024년 8월 22일 이사회 결의에 따라, 연결실체가 공동지배력을 보유하고 있는 PT. Patra SK에 대한 보유지분 일부를 매각하는 조건부주식 매매계약(CSPA)을 체결하였으며, 매각 절차는 2025년 7월 18일 완료되었습니다."
SK이노베이션,Company,OWNS_STAKE,PT Prism Nusantara International,Company,19.7,096770,
SK이노베이션,Company,OWNS_STAKE,Prism Energy International,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,Prism Energy International China,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK Americas,Company,40.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK China,Company,21.7,096770,
SK이노베이션,Company,OWNS_STAKE,"SK E&S Dominicana, S.R.L",Company,83.9,096770,
SK이노베이션,Company,OWNS_STAKE,SK E&S Hong Kong,Company,50.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK ENMOVE GABRIEL INDIA PRIVATE,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,SK Energy International,Company,,096770,SK Energy International Pte. Ltd.는 100% 자회사로 싱가포르에 위치하며
SK이노베이션,Company,OWNS_STAKE,SK Innovation America,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK Innovation Insurance (Bermuda),Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK Investment Management,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,SK Japan,Company,24.9,096770,
SK이노베이션,Company,OWNS_STAKE,SK Latin America Investment S.A,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,SK MENA Investment B.V,Company,7.7,096770,
SK이노베이션,Company,OWNS_STAKE,SK South East Asia Investment,Company,40.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK Technology Innovation,Company,32.5,096770,
SK이노베이션,Company,OWNS_STAKE,SK innovation outpost,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK아이이테크놀로지,Company,53.4,096770|361610,
SK이노베이션,Company,OWNS_STAKE,SK에너지,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SK온,Company,90.3,096770,
SK이노베이션,Company,OWNS_STAKE,SK인천석유화학,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,SOLWIND ENERGY JOINT STOCK,Company,50.0,096770,
SK이노베이션,Company,OWNS_STAKE,Yemen LNG,Company,6.9,096770,
SK이노베이션,Company,OWNS_STAKE,나래에너지서비스,Company,90.1,096770,
SK이노베이션,Company,OWNS_STAKE,남양주열병합,Company,5.0,096770,
SK이노베이션,Company,OWNS_STAKE,당진행복솔라,Company,50.0,096770,
SK이노베이션,Company,OWNS_STAKE,대한송유관공사,Company,41.0,096770,
SK이노베이션,Company,OWNS_STAKE,디비월드,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,보령블루하이,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,부사호행복나눔솔라,Company,70.0,096770,
SK이노베이션,Company,OWNS_STAKE,신안그린에너지,Company,35.0,096770,
SK이노베이션,Company,OWNS_STAKE,신안증도태양광,Company,60.8,096770,
SK이노베이션,Company,OWNS_STAKE,쏠리스,Company,62.0,096770,
SK이노베이션,Company,OWNS_STAKE,아리울 행복솔라,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,아이지이,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,아이파킹,Company,44.4,096770,
SK이노베이션,Company,OWNS_STAKE,에스케이어스온,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,에스케이엔무브,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,에스케이엔텀,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,에스케이지오센트릭,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,에스케이플러그하이버스,Company,51.0,096770,
SK이노베이션,Company,OWNS_STAKE,에어레인,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,엔솔브,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,여주에너지서비스,Company,90.8,096770,
SK이노베이션,Company,OWNS_STAKE,원동풍력,Company,35.0,096770,
SK이노베이션,Company,OWNS_STAKE,이엔에스시티가스,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,이엔에스시티가스부산,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,인진,Company,4.4,096770,
SK이노베이션,Company,OWNS_STAKE,인텔렉추얼디스커버리,Company,2.3,096770,
SK이노베이션,Company,OWNS_STAKE,전남2해상풍력,Company,55.0,096770,
SK이노베이션,Company,OWNS_STAKE,전남3해상풍력,Company,55.0,096770,
SK이노베이션,Company,OWNS_STAKE,전남해상풍력,Company,51.0,096770,
SK이노베이션,Company,OWNS_STAKE,제이오,Company,2.0,096770,
SK이노베이션,Company,OWNS_STAKE,청산풍력발전,Company,29.9,096770,
SK이노베이션,Company,OWNS_STAKE,큐바이오텍,Company,,096770,
SK이노베이션,Company,OWNS_STAKE,파주에너지서비스,Company,51.0,096770,
SK이노베이션,Company,OWNS_STAKE,해솔라에너지,Company,50.0,096770,
SK이노베이션,Company,OWNS_STAKE,해쌀태양광,Company,100.0,096770,
SK이노베이션,Company,OWNS_STAKE,행복키움,Company,100.0,096770,
삼성SDI,Company,OWNS_STAKE,CNC,Company,6.7,006400,
삼성SDI,Company,OWNS_STAKE,DS ASIA HOLDINGS,Company,0.5,006400,
삼성SDI,Company,OWNS_STAKE,Ganfeng Lithium,Company,0.8,006400,
삼성SDI,Company,OWNS_STAKE,Intellectual Discovery,Company,0.2,006400,
삼성SDI,Company,OWNS_STAKE,Intellectual Keystone Technology,Company,41.0,006400,
삼성SDI,Company,OWNS_STAKE,Novaled,Company,50.1,006400,
삼성SDI,Company,OWNS_STAKE,Polyplus,Company,8.3,006400,
삼성SDI,Company,OWNS_STAKE,SDI-GM Synergy Cells Holdings,Company,50.01,006400,General Motors Holdings LLC.가 소유한 SDI-GM Synergy Cells Holdings LLC.의 지분에 대해 당사는 콜옵션을 행사할 권한을 갖고 있습니다.
삼성SDI,Company,OWNS_STAKE,Samaung SDI China,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI (Hong Kong),Company,97.6,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Americia,Company,91.7,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Battery Systems,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Energy Malaysia,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Europe,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Hungary,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI India Private,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Japan,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Southeast Asia,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Vietnam,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI Wuxi,Company,,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI-ARN(Xi'An) Power Battery,Company,65.0,006400,
삼성SDI,Company,OWNS_STAKE,Samsung SDI（Tianjin）Battery,Company,80.0,006400,
삼성SDI,Company,OWNS_STAKE,StarPlus Energy,Company,51.0,006400,FCA US LLC.가 소유한 StarPlus Energy LLC.의 지분에 대해 당사는 콜옵션을 행사할 권한을 갖고 있습니다.
삼성SDI,Company,OWNS_STAKE,iMarketAsia Co,Company,8.7,006400,
삼성SDI,Company,OWNS_STAKE,로지피아,Company,19.0,006400,
삼성SDI,Company,OWNS_STAKE,삼성E&A,Company,11.7,006400,
삼성SDI,Company,OWNS_STAKE,삼성글로벌리서치,Company,29.6,006400,
삼성SDI,Company,OWNS_STAKE,삼성디스플레이,Company,15.2,006400,
삼성SDI,Company,OWNS_STAKE,삼성벤처투자,Company,16.3,006400,
삼성SDI,Company,OWNS_STAKE,삼성중공업,Company,0.4,006400,
삼성SDI,Company,OWNS_STAKE,성일하이텍,Company,8.6,006400,
삼성SDI,Company,OWNS_STAKE,아이마켓코리아,Company,1.5,006400,
삼성SDI,Company,OWNS_STAKE,에스디플렉스,Company,50.0,006400,
삼성SDI,Company,OWNS_STAKE,에스원,Company,11.0,006400,
삼성SDI,Company,OWNS_STAKE,에스티엠,Company,100.0,006400,
삼성SDI,Company,OWNS_STAKE,에코프로이엠,Company,40.0,006400,당사가 소유한 (주)에코프로이엠 주식 전부에 대해
삼성SDI,Company,OWNS_STAKE,피엠그로우,Company,4.9,006400,
삼성SDI,Company,OWNS_STAKE,필에너지,Company,14.0,006400,당사가 소유한 (주)필에너지 주식 전부 또는 일부에 대해
삼성SDI,Company,OWNS_STAKE,한국경제신문,Company,8.7,006400,
삼성SDI,Company,OWNS_STAKE,호텔신라,Company,0.1,006400,
삼성전자,Company,OWNS_STAKE,삼성SDI,Company,19.44,006400,
새로닉스,Company,OWNS_STAKE,엘앤에프,Company,13.64,066970,
에코프로,Company,OWNS_STAKE,EcoPro America,Company,100,086520,
에코프로,Company,OWNS_STAKE,PT BAHODOPI NICKEL SMELTING INDONESIA,Company,,086520,
에코프로,Company,OWNS_STAKE,PT ECOPRO ESG INVESTMENT,Company,49,086520,
에코프로,Company,OWNS_STAKE,PT Meiming NEW ENERGY MATERIALS,Company,9,086520,
에코프로,Company,OWNS_STAKE,PT. Green Eco Nickel,Company,10,086520,
에코프로,Company,OWNS_STAKE,PT. QMB NEW ENERGY MATERIALS,Company,9,086520,
에코프로,Company,OWNS_STAKE,Wuhan Power Battery Recycling Technology,Company,6,086520,
에코프로,Company,OWNS_STAKE,에코로지스틱스,Company,100,086520,
에코프로,Company,OWNS_STAKE,에코프로머티리얼즈,Company,43,086520,
에코프로,Company,OWNS_STAKE,에코프로비엠,Company,41,086520,
에코프로,Company,OWNS_STAKE,에코프로씨엔지,Company,47,086520,
에코프로,Company,OWNS_STAKE,에코프로에이치엔,Company,31,086520,
에코프로,Company,OWNS_STAKE,에코프로에이피,Company,90,086520,
에코프로,Company,OWNS_STAKE,에코프로이노베이션,Company,84,086520,
에코프로,Company,OWNS_STAKE,에코프로이엠,Company,,086520,지배기업은 종속기업인 ㈜에코프로이엠과 관련하여
에코프로,Company,OWNS_STAKE,포항ISV그린테크1호VC,Company,45,086520,
에코프로비엠,Company,OWNS_STAKE,EcoCam Canada,Company,100,247540,
에코프로비엠,Company,OWNS_STAKE,EcoPro BM America,Company,100,247540,
에코프로비엠,Company,OWNS_STAKE,EcoPro BM Hungary,Company,100,247540,
에코프로비엠,Company,OWNS_STAKE,GEM DRC,Company,,247540,
에코프로비엠,Company,OWNS_STAKE,KDB모빌리티 오픈 이노베이션,Company,2,247540,
에코프로비엠,Company,OWNS_STAKE,PT ECOPRO ESG INVESTMENT,Company,51,247540,
에코프로비엠,Company,OWNS_STAKE,데카머티리얼,Company,20,247540,
에코프로비엠,Company,OWNS_STAKE,에코프로글로벌,Company,,247540,
에코프로비엠,Company,OWNS_STAKE,에코프로이엠,Company,60,247540,
엔켐,Company,OWNS_STAKE,"DFD Yangfu New Materials Co.,Ld",Company,15.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM AMERICA,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM CANADA,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM CHINA,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM FRANCE,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM HUNGARY,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM SHANDONG,Company,67.00,348370,
엔켐,Company,OWNS_STAKE,ENCHEM SUZHOU,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,Enchem Poland Sp. z o.o,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,HUZHOU KUNLUN ENCHEM BATTERY MATERIAL,Company,15.00,348370,
엔켐,Company,OWNS_STAKE,PT Enchem Elyte Indonesia,Company,99.17,348370,
엔켐,Company,OWNS_STAKE,SHINGHWA AMPEREX,Company,49.00,348370,
엔켐,Company,OWNS_STAKE,듀오콤,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,엔켐모빌리티,Company,100.00,348370,
엔켐,Company,OWNS_STAKE,이디엘,Company,48.95,348370,
엔켐,Company,OWNS_STAKE,제이알에너지솔루션,Company,20.13,348370,
엔켐,Company,OWNS_STAKE,중앙첨단소재,Company,9.26,348370,
엔켐,Company,OWNS_STAKE,티디엘,Company,35.01,348370,
엘앤에프,Company,OWNS_STAKE,무석광미래 신재료유한공사,Company,65.81,066970,
엘앤에프,Company,OWNS_STAKE,엘앤에프 케모솔루션,Company,50.00,066970,
엘앤에프,Company,OWNS_STAKE,엘앤에프플러스,Company,100.00,066970,
엘앤에프,Company,OWNS_STAKE,엘에스 엘앤에프 배터리솔루션,Company,45.00,066970,
엘앤에프,Company,OWNS_STAKE,제이에이치 화학공업,Company,91.29,066970,
오정강,Company,OWNS_STAKE,엔켐,Company,14.41,348370,
포스코퓨처엠,Company,OWNS_STAKE,Inner Mongolia Sinuo New Material Technology,Company,10,003670,
포스코퓨처엠,Company,OWNS_STAKE,POSCO FUTURE MATERIALS CANADA,Company,,003670,...POSCO FUTURE MATERIALS CANADA INC.의 지분 100%...를 보유 중입니다.
포스코퓨처엠,Company,OWNS_STAKE,PT.Indonesia Pos Chemtech Chosun Ref,Company,30,003670,
포스코퓨처엠,Company,OWNS_STAKE,PT.KRAKATAU POSCO FUTUREM,Company,80,003670,당사는 PT.KRAKATAU POSCO FUTUREM의 지분 80%...를 보유 중입니다.
포스코퓨처엠,Company,OWNS_STAKE,PT.Krakatau Pos-chem Dong-suh Chemical,Company,19,003670,
포스코퓨처엠,Company,OWNS_STAKE,PT.Krakatau Sarana Infrastrutur,Company,,003670,"포스코의 인니제철소 사업파트너 PT-krakatau Steel의 자회사인 PT.Krakatau Sarana Infrastrutur사와 8:2(포스코퓨처엠 : 80%, PT.Krakatau Sarana Infrastrutur : 20%)의 비율로 지분을 투자하여"
포스코퓨처엠,Company,OWNS_STAKE,Posco Future Materials Canada,Company,100,003670,
포스코퓨처엠,Company,OWNS_STAKE,Qingdao ZhongShuo New Energy Technology,Company,13,003670,
